Date_of_visit,District,Chiefdom,Section,Name_of_community,Date_of_dep,Male_Child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Grand_total,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
2015-08-01,Kailahun,Jawie,Bobor,Sogorma,2015-05-27,28,19,47,15,17,32,79,3,3,3,4,1,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Jawie,Bobor,Fagorya,2015-05-28,34,24,58,49,26,75,133,4,4,4,1,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Jawie,Bobor,Segema,2015-05-28,22,34,56,18,17,35,91,3,1,2,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Jawie,Kaio,Kambama,2015-05-29,29,21,50,28,26,54,104,4,4,4,2,3,4,NA,0,3,0,2,0,3,0,2,0,1,0,2,0,1,0,2,0,0,0,0
2015-08-01,Kailahun,Jawie,Kaio,Jaiwulo,2015-05-29,28,48,76,16,15,31,107,2,2,4,1,2,2,NA,0,2,0,2,0,2,0,2,3,3,0,3,3,2,0,3,0,1,0,0
2015-08-01,Kailahun,Kiss Teng,Bendega,Sodoklobengu,2015-06-08,27,68,95,68,36,104,199,4,8,4,1,3,4,NA,3,1,1,1,3,1,1,1,0,3,0,1,0,3,0,1,0,0,0,0
2015-08-01,Kailahun,Kiss Teng,Bendega,Bobodu,2015-06-08,28,33,61,14,31,45,106,4,4,4,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Kiss Teng,Bendega,Kpaama,2015-07-09,28,40,68,17,43,60,128,2,4,2,1,4,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Kiss Teng,Bendega,Badeine,2015-06-09,33,70,103,33,50,83,186,4,7,4,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Mandu,Upper Quiva,Gohun,2015-07-16,40,44,84,49,39,88,172,3,3,3,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Mandu,Upper Quiva,Kambama,2015-07-17,27,25,52,47,47,94,146,2,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Mandu,Upper Quiva,Macca,2015-07-18,37,34,71,50,38,88,159,2,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,Kailahun,Mandu,Upper Quiva,Moryorgboi,2015-07-19,21,42,63,22,41,63,126,4,3,3,1,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,Kailahun,Luawa,Boama,Golala,2015-05-06,24,33,57,28,35,63,120,4,4,4,1,4,3,NA,1,0,3,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Luawa,Boama,Tuyama,2015-05-06,33,39,72,37,39,76,148,2,3,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Malema,Up/Samie,Jojaima 1,2015-08-01,30,38,68,29,28,57,125,3,3,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,Kailahun,Malema,Up/Samie,Teaweh,2015-07-01,28,25,53,22,29,51,104,4,3,4,1,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,Kailahun,Malema,Up/Samie,Gabuhun,2015-07-01,19,36,55,17,35,52,107,4,5,4,4,5,3,NA,3,2,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,Kailahun,Malema,Up/Samie,Ngahun,2015-07-01,31,33,64,29,35,64,128,4,4,5,1,4,3,NA,2,3,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Malema,Lower/Samie,Salina,2015-08-01,31,34,65,50,38,88,153,2,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Malema,Lower/Samie,Teaweh,2015-08-01,51,41,92,50,41,91,183,4,7,4,1,3,1,NA,3,5,2,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Pejeh West,Foiya,Lagor,2015-05-07,44,33,77,30,30,60,137,4,4,2,4,2,1,NA,1,1,2,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Jaluahun,Bombowa,Lalehun,2015-09-01,28,52,80,22,62,84,164,4,5,4,1,3,2,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Jaluahun,Fallay,Maloma,2015-08-01,35,33,68,46,51,97,165,3,2,4,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,Kailahun,Jaluahun,Bombowa,Tolobu,2015-07-01,24,30,54,18,19,37,91,4,5,4,1,3,1,NA,1,1,0,2,1,1,0,2,0,0,2,3,0,0,2,3,0,0,0,0
2015-08-01,Kailahun,Jaluahun,Fallay,Kanga,2015-08-01,25,27,52,32,33,65,117,2,3,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,Kailahun,Luawa,Baoma,Sandeya,2015-06-09,38,42,80,48,40,88,168,3,4,4,1,3,3,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Luawa,Baoma,Damba,2015-06-09,31,36,67,27,25,52,119,2,3,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Luawa,Baoma,Potehun,2015-06-10,30,30,60,28,29,57,117,4,8,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,Kailahun,Luawa,Baoma,Mende Buima,2015-06-10,21,29,50,26,28,54,104,4,4,5,1,3,3,NA,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-25,Kailahun,Luawa,Baoma,Sokebu,2015-06-19,28,34,62,24,17,41,103,4,7,4,3,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-15,Kailahun,Luawa,Baoma,Jaama,2015-06-19,55,53,108,44,17,61,169,3,3,2,4,4,1,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-26,Kailahun,Kissi Teng,Toli,Kpangbbay,2015-06-10,52,65,117,39,57,96,213,4,7,4,1,2,4,NA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-03,Kailahun,Kissi Teng,Toli,Ngeiso,2015-06-10,28,34,62,24,17,41,103,4,5,4,1,3,5,NA,7,0,5,1,7,0,5,1,1,0,2,1,1,0,2,1,0,0,0,0
2015-05-27,Kailahun,Kissi Teku,Toli,Kusedu,2015-11-06,22,19,41,12,25,37,78,4,3,2,1,3,2,NA,2,0,2,2,2,0,2,2,0,7,7,0,0,7,6,0,0,0,1,0
2015-05-29,Kailahun,Kissi Tetu,Toli,Tumandu,2015-06-11,22,34,56,24,17,41,97,2,2,2,1,2,1,NA,1,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-16,Kailahun,Kissi Tekp,Toli,Kpandu,2015-06-12,24,24,48,26,28,54,102,3,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-18,Kailahun,Kissi Teye,Toli,Yenga,2015-06-12,28,34,62,13,17,30,92,2,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Luawa,Baoma,Burdarby,2015-08-06,22,34,56,24,17,41,97,2,3,2,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Luawa,Baoma,Golalah,2015-08-06,22,48,70,12,17,29,99,4,4,6,1,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Luawa,Baoma,Nyandeyama,2015-08-07,22,34,56,15,17,32,88,4,7,5,1,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Luawa,Baoma,Tuyama,2015-08-07,84,85,169,85,65,150,319,4,4,6,1,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Luawa,Baoma,Sandeya,2015-08-08,28,36,64,24,17,41,105,2,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,Kailahun,Luawa,Baoma,Damb,2015-08-08,43,56,99,35,71,106,205,4,8,4,1,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,Kailahun,Jaluahun,Nyawah,Moa Barracks,2015-08-08,35,54,89,49,59,108,197,4,8,4,1,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,Kailahun,Jawai,Upper Ngeibu,Feijia,2015-08-08,28,42,70,27,31,58,128,4,7,4,1,3,1,NA,2,0,1,0,2,0,1,0,0,2,1,0,0,2,1,0,0,0,0,0
2015-06-15,Kailahun,Jaluahun,Nyawah,Kamajor Camp,2015-08-06,22,34,56,24,17,41,97,2,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Jaluahun,Nyawah,Kanniyai,2015-08-06,28,34,62,24,17,41,103,4,8,4,1,3,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,Kailahun,Jawai,Upper Ngeibu,Jala,2015-08-07,28,48,76,24,14,38,114,4,2,4,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,Kailahun,Jaluahun,Nyawah,Mamboma,2015-08-07,22,34,56,24,17,41,97,2,3,4,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,Kailahun,Upper Bambara,Bambara,Giema,2015-06-03,22,41,63,24,14,38,101,3,4,2,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-15,Kailahun,Upper Bambara,Bambara,Kpetehun,2015-06-03,22,48,70,24,19,43,113,2,5,4,1,3,2,NA,2,2,2,3,2,2,2,3,1,1,0,1,1,1,0,1,0,0,0,0
2015-07-15,Kailahun,Upper Bambara,Bambara,Pujehun,2015-06-04,22,41,63,24,17,41,104,2,1,2,1,3,1,NA,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-15,Kailahun,Upper Bambara,Bambara,Semabu,2015-06-04,28,48,76,14,14,28,104,2,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Upper Bambara,Bambara,Palima,2015-06-05,33,56,89,35,71,106,195,4,4,4,1,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Upper Bambara,Bambara,Baibawulo,2015-06-05,34,25,59,38,40,78,137,4,7,5,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Jawie,Upper Ngiebu,Takpoima,2015-06-06,44,35,79,25,21,46,125,4,6,4,1,3,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Jawie,Upper Ngiebu,Kortuma,2015-06-07,27,28,55,50,28,78,133,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Kissi Tongi,Bedehbegu,Sandia Tongi,2015-05-05,18,48,66,33,22,55,121,4,4,6,1,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Kissi Tongi,Bedehbegu,Yeakpadu,2015-05-05,32,55,87,48,45,93,180,4,8,4,1,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Kissi Tongi,Bedehbegu,Tonkoma,2015-06-06,43,31,74,46,26,72,146,4,4,4,4,3,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Kissi Tongi,Bedehbegu,Sodokolobendu,2015-06-06,28,19,47,30,25,55,102,4,3,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Kissi Tongi,Bedehbegu,Fandu,2015-06-07,34,28,62,45,32,77,139,4,4,2,1,5,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Kissi Tongi,Bedehbegu,Bombodu,2015-06-07,35,54,89,49,59,108,197,4,8,4,1,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Kissi Tongi,Bedehbegu,Kpama,2015-06-08,32,55,87,34,46,80,167,4,4,4,1,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Kissi Tongi,Bedehbegu,Badeine,2015-06-08,23,42,65,17,37,54,119,4,8,5,1,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Pejeh West,Foiya,Lagor,2015-05-07,22,48,70,17,17,34,104,3,2,2,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Pejeh West,Foiya,Lambo,2015-05-08,26,54,80,17,39,56,136,4,3,3,1,3,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Luawa,Gao,Foyah/Sengema,2015-08-13,21,41,62,18,17,35,97,2,3,2,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-25,Kailahun,Luawa,Gao,Blama/Mallama,2015-08-14,22,26,48,24,17,41,89,2,4,2,4,4,3,NA,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-22,Kailahun,Luawa,Gao,Tanenahun/Vabahun,2015-08-15,32,52,84,20,39,59,143,4,3,5,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-20,Kailahun,Luawa,Mofindor,Benduma,2015-08-04,22,45,67,13,29,42,109,4,3,4,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-29,Kailahun,Luawa,Mofindor,Joborhun,2015-08-05,27,40,67,18,32,50,117,4,4,5,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-21,Kailahun,Luawa,Mofindor,Sumbalu,2015-08-06,28,36,64,24,17,41,105,4,5,6,1,5,1,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,Kailahun,Luawa,Mofindor,Kaundowahun,2015-08-07,36,50,86,36,40,76,162,4,5,4,1,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-03,Kailahun,Luawa,Mofindor,Mofindor,2015-08-08,18,62,80,52,17,69,149,4,6,2,1,3,4,NA,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06,Kailahun,Luawa,Mofindor,Bellebu,2015-08-08,28,48,76,24,17,41,117,4,5,4,1,4,1,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,Kailahun,Luawa,Luawayiehun,Kembedahun,2015-08-06,22,48,70,15,17,32,102,4,4,4,1,4,5,NA,4,0,5,7,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Luawa,Luawayiehun,Sogeyama,2015-08-06,22,41,63,24,17,41,104,3,4,2,1,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,Kailahun,Luawa,Luawayiehun,Pelewahun,2015-08-07,110,48,158,93,17,110,268,2,4,2,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,Kailahun,Luawa,Luawayiehun,Doekambaoma,2015-08-07,62,41,103,62,17,79,182,2,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,Kailahun,Luawa,Luawayiehun,Kebrama,2015-08-08,19,45,64,24,29,53,117,4,6,4,1,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Luawa,Luawayiehun,Jiabu,2015-08-08,28,22,50,18,18,36,86,4,1,1,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Pejewest,Kpemaya,Lambo,2015-08-06,28,48,76,23,37,60,136,4,5,4,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05,Kailahun,Pejewest,Kpemaya,Mogama,2015-08-06,28,19,47,24,26,50,97,4,2,4,1,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-05,Kailahun,Pejewest,Kpemaya,Dablama,2015-08-07,77,104,181,93,88,181,362,4,8,6,1,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Pejewest,Kpemaya,Ngadohun,2015-08-07,29,48,77,35,18,53,130,3,3,3,3,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Pejewest,Kpemaya,Jokibu,2015-08-08,21,46,67,24,30,54,121,4,6,4,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Pejewest,Kpemaya,Saimabu,2015-08-08,22,41,63,24,18,42,105,3,3,3,3,3,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Mandu,Upper Quiva,Potoru,2015-08-08,60,105,165,54,22,76,241,4,7,4,3,2,1,NA,9,4,0,2,9,3,0,2,1,0,0,1,1,0,0,1,0,0,0,0
2015-05-01,Kailahun,Mandu,Upper Quiva,Njalla,2015-08-08,57,65,122,72,17,89,211,4,7,4,1,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Mandu,Lower Quiva,Lewuleh,2015-06-08,28,48,76,14,17,31,107,4,7,4,1,4,4,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2015-05-01,Kailahun,Mandu,Jeigbleh,Gooh,2015-06-08,32,93,125,103,22,125,250,4,10,4,3,5,1,NA,9,8,1,0,9,8,1,0,2,0,2,0,2,0,2,0,0,0,0,0
2015-05-01,Kailahun,Mandu,Jeigbleh,Mandutawahun,2015-07-08,50,59,109,69,29,98,207,4,6,2,1,4,1,NA,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Mandu,Lower Quiva,Tawie,2015-07-08,27,41,68,24,17,41,109,4,4,4,3,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,Kailahun,Luawa,Gao,Goekeima,2015-06-08,43,36,79,24,22,46,125,2,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,Kailahun,Luawa,Gao,Buama,2015-06-08,60,41,101,62,17,79,180,2,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Luawa,Gao,Sekenema,2015-07-08,52,61,113,38,57,95,208,4,3,6,1,3,4,NA,0,0,0,0,0,0,0,0,2,1,0,1,2,1,0,1,0,0,0,0
2015-09-01,Kailahun,Luawa,Gao,Manduela,2015-07-08,28,39,67,21,36,57,124,4,3,4,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Luawa,Gao,Gondama,2015-08-08,32,64,96,22,46,68,164,4,4,5,1,3,3,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
2015-09-01,Kailahun,Luawa,Gao,Jengbelu,2015-08-08,23,62,85,20,45,65,150,4,3,5,1,3,3,NA,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0
2015-09-01,Kailahun,Malema,Up/Samie,Ngehun,2015-06-08,96,78,174,48,22,70,244,4,4,6,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,Kailahun,Malema,Up/Samie,Teawa,2015-06-08,67,36,103,104,62,166,269,3,4,2,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Malema,Up/Samie,Jojaima,2015-07-08,48,39,87,59,49,108,195,4,3,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Malema,Up/Samie,Gabuhun,2015-07-08,20,48,68,24,22,46,114,2,1,3,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Malema,Up/Samie,Jojaima,2015-08-08,61,49,110,63,36,99,209,4,5,4,1,3,3,NA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2015-06-15,Kailahun,Malema,Up/Samie,Saline,2015-08-08,29,25,54,48,32,80,134,4,1,1,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bumasadu,Leobegu,2015-06-08,19,41,60,22,18,40,100,4,7,6,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bumasadu,Forwah,2015-06-08,19,41,60,21,16,37,97,4,7,6,1,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bumasadu,Kposodu,2015-07-08,113,111,224,104,87,191,415,4,5,6,1,3,2,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bumasadu,Kpekeledu,2015-07-08,23,48,71,40,25,65,136,3,4,4,1,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bumasadu,Sengah,2015-08-08,21,48,69,22,20,42,111,4,6,4,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bumasadu,Koinine,2015-08-08,28,22,50,18,23,41,91,4,7,6,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,Kailahun,Kissi Teng,Toli,Koikor,2015-06-08,20,34,54,23,27,50,104,4,4,1,1,4,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,Kailahun,Kissi Teng,Toli,Yaladu,2015-06-08,51,43,94,26,33,59,153,4,4,4,1,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,Kailahun,Kissi Teng,Toli,Kayiah,2015-07-08,28,48,76,24,17,41,117,2,2,2,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Toli,Yilandu,2015-07-08,22,33,55,30,29,59,114,4,4,4,1,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,Kailahun,Kissi Teng,Toli,Nyormodu,2015-08-08,28,48,76,12,19,31,107,4,4,4,1,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,Kailahun,Kissi Teng,Toli,Subodu,2015-08-08,28,48,76,24,15,39,115,4,4,4,1,4,4,NA,3,1,4,2,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,Kailahun,Kissi Teng,Toli,Subodu,2015-08-08,22,41,63,24,17,41,104,2,1,2,1,2,1,NA,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0
2015-05-15,Kailahun,Kissi Teng,Toli,Subodu,2015-08-08,22,48,70,17,17,34,104,4,4,4,2,2,3,NA,6,2,4,4,5,2,4,4,3,0,0,2,3,0,0,2,0,0,0,0
2015-05-15,Kailahun,Kissi Teng,Bendebegu,Koikor,2015-05-08,22,41,63,24,17,41,104,2,2,2,1,1,2,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bendebegu,Bendu,2015-05-08,18,41,59,19,16,35,94,4,4,6,1,4,1,NA,4,3,2,4,4,3,2,3,1,1,1,0,1,1,1,0,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bendebegu,Benkissi,2015-06-08,22,41,63,24,17,41,104,4,2,3,1,1,1,NA,1,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bendebegu,Kelema,2015-06-08,19,21,40,16,15,31,71,4,4,4,1,4,3,NA,3,4,2,5,3,4,2,4,5,4,3,5,4,4,3,5,1,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bendebegu,Koldu,2015-07-08,22,48,70,12,17,29,99,2,2,3,1,1,1,NA,4,0,2,4,4,0,2,4,3,2,1,2,3,2,1,2,0,0,0,0
2015-06-15,Kailahun,Kissi Teng,Bendebegu,Taidu,2015-07-08,26,40,66,52,65,117,183,4,8,4,1,3,2,NA,2,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2015-06-15,Kailahun,Jawei,Bobor,Gelehun,2015-07-08,33,27,60,42,25,67,127,3,4,4,1,3,1,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
