Date_of_visit,District,Chiefdom,Section,Name_of_community,Date_of_dep,Male_Child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Grand_total,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
7/7/2015,Bonthe,Sittia,Yoni,Vicherio,7/18/2015 0:00,38,26,64,19,14,33,97,4,5,6,1,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8/7/2015,Bonthe,Sittia,Yoni,Vicherio,7/18/2015 0:00,21,24,45,17,21,38,83,4,5,4,1,5,1,NA,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
8/7/2015,Bonthe,Sittia,Yoni,Vicherio,7/18/2015 0:00,20,22,42,22,22,44,86,4,4,5,3,4,1,NA,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Sittia,Yoni,Vicherio,7/18/2015 0:00,18,45,63,19,22,41,104,4,9,4,3,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Jong,Kamabeh Kaue,Senehun,7/15/2015 0:00,41,41,82,30,51,81,163,4,6,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Sogbimi,Pengor,Bayama,5/20/2015 0:00,45,82,127,32,60,92,219,4,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Sogbimi,Pengor,Tihun,5/20/2015 0:00,22,29,51,12,16,28,79,4,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Sogbimi,Pengor,Karleh,5/21/2015 0:00,38,42,80,38,28,66,146,4,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Sogbimi,Pengor,Samabu,5/21/2015 0:00,22,39,61,19,21,40,101,4,8,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2015,Bonthe,Sogbimi,Pengor,Nyadehun,5/22/2015 0:00,38,62,100,21,47,68,168,4,4,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Sogbimi,Pengor,Nyadehun,5/22/2015 0:00,18,37,55,35,35,70,125,4,4,5,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Yawbeko,Mamaka,Masankra,5/21/2015 0:00,24,56,80,22,36,58,138,4,7,4,1,2,1,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Dema,Mamaka,Rokumbie 2,5/22/2015 0:00,38,23,61,19,21,40,101,4,5,2,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Yawbeko,Petfulime,Mactain,5/19/2015 0:00,21,34,55,19,21,40,95,4,7,2,3,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Sitha,Petfulime,Magburaka,5/20/2015 0:00,38,45,83,29,21,50,133,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Bum,Petfulime,Makalta,5/21/2015 0:00,18,36,54,20,38,58,112,4,4,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Nongorbabullom,Petfulime,Robasia,5/22/2015 0:00,22,45,67,19,21,40,107,1,4,1,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Benducha,Petifu,Makoroh,5/19/2015 0:00,21,42,63,14,22,36,99,4,6,5,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Benducha,Petifu,Magbantu,5/20/2015 0:00,38,30,68,12,16,28,96,1,1,2,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Dema,Dema,Mokaindu,8/7/2015 0:00,22,44,66,19,22,41,107,4,7,5,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Dema,Dema,Mokutu,8/7/2015 0:00,18,45,63,13,14,27,90,3,4,2,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,Bonthe,Dema,Dema,Fervalie,9/7/2015 0:00,23,39,62,19,30,49,111,4,6,6,3,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2015,Bonthe,Dema,Dema,Senehum,9/7/2015 0:00,86,61,147,24,19,43,190,4,7,4,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/2015,Bonthe,Yambeko,Mbulie,Gbahama,7/7/2015 0:00,91,52,143,35,35,70,213,4,7,4,1,2,1,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
8/13/2015,Bonthe,Dema,Chepo,Kambia,8/7/2015 0:00,26,34,60,22,23,45,105,4,8,4,1,2,1,NA,2,1,1,3,2,1,1,3,2,1,1,2,2,1,1,2,0,0,0,0
8/12/2015,Bonthe,Dema,Chepo,Yelleh,8/7/2015 0:00,38,32,70,19,21,40,110,4,5,4,4,4,1,NA,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/2015,Bonthe,Dema,Chepo,Bachaler,9/7/2015 0:00,22,45,67,19,21,40,107,2,2,4,1,2,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/2015,Bonthe,Island ,Municipal,Bonplake,8/7/2015 0:00,33,24,57,35,44,79,136,4,9,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/2015,Bonthe,Island ,Municipal,Nyadehun ,8/7/2015 0:00,30,35,65,25,28,53,118,4,6,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/2015,Bonthe,Island ,Municipal,Dunborkor,9/7/2015 0:00,86,102,188,19,22,41,229,4,8,4,1,2,1,NA,0,1,3,4,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Island ,Municipal,Semabu,9/7/2015 0:00,19,23,42,12,16,28,70,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,Koimato,Maami,6/15/2015 0:00,22,34,56,19,21,40,96,2,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,Koimato,Bolleh,6/15/2015 0:00,22,34,56,19,21,40,96,2,2,3,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,Koimato,Sembam,6/15/2015 0:00,26,22,48,14,27,41,89,4,3,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,Koimato,Tassor,6/15/2015 0:00,58,87,145,38,77,115,260,4,6,5,1,4,1,NA,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
6/15/2015,Bonthe,Bum,Koimato,Fakonoh,6/15/2015 0:00,38,30,68,19,16,35,103,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,Koimato,Moyigie,6/15/2015 0:00,25,101,126,21,73,94,220,3,2,3,1,1,1,NA,1,0,8,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Bum,Fikie,Tanglahum,5/15/2015 0:00,58,60,118,63,60,123,241,4,9,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Bum,Fikie,Mando,5/15/2015 0:00,28,24,52,35,32,67,119,4,5,5,1,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,Fikie,Boipieh,6/15/2015 0:00,28,48,76,20,23,43,119,4,3,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,Fikie,Senehum,6/15/2015 0:00,22,26,48,19,19,38,86,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,Fikie,Sogballeh,6/15/2015 0:00,21,28,49,16,17,33,82,4,8,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,Fikie,Sogballeh,6/15/2015 0:00,35,52,87,33,35,68,155,4,3,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,Hanjie,Mbupileh,6/15/2015 0:00,38,20,58,15,14,29,87,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Bum,Hanjie,Mgessahum,5/15/2015 0:00,27,35,62,23,22,45,107,4,5,5,1,5,1,NA,1,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Bum,Hanjie,Mania,5/15/2015 0:00,38,45,83,12,21,33,116,1,1,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Kiname,Tuntual,Mokasie Mognato,6/10/2015 0:00,21,25,46,25,23,48,94,3,3,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Bai,Sulin,Segbeleh Machine,6/11/2015 0:00,38,45,83,19,25,44,127,2,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Crim,Massa Setty,Moferge Kamboi,6/12/2015 0:00,38,30,68,12,17,29,97,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Crim,Massasetts,Monosie,6/12/2015 0:00,22,34,56,14,21,35,91,2,1,1,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Crim,Massasetts,Monosie,6/12/2015 0:00,22,29,51,19,16,35,86,4,4,6,1,4,1,NA,3,5,4,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Bum,Yargbe,Massilla,6/10/2015 0:00,22,45,67,19,21,40,107,3,2,4,1,2,1,NA,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Bum,NA,Barbah,6/10/2015 0:00,38,30,68,19,17,36,104,4,4,4,1,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Bum,NA,Karleh,6/12/2015 0:00,22,45,67,19,21,40,107,2,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,NA,Hobui,6/12/2015 0:00,38,28,66,15,14,29,95,4,4,4,1,4,1,NA,0,0,1,0,0,0,1,0,4,0,2,0,3,0,2,0,1,0,0,0
6/15/2015,Bonthe,Bum,Yargbe,Tormaida,6/12/2015 0:00,23,19,42,17,17,34,76,4,4,6,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2015,Bonthe,Bum,NA,Gbeutogie,6/12/2015 0:00,22,34,56,19,21,40,96,2,2,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2015,Bonthe,Bum,Lungie,Mbupileh,6/10/2015 0:00,29,31,60,29,36,65,125,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2015,Bonthe,Bum,Lungie,Niemba,6/10/2015 0:00,38,34,72,15,21,36,108,2,4,2,2,2,2,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2015,Bonthe,Bum,Lungie,Ngessahun,6/11/2015 0:00,22,34,56,12,21,33,89,4,5,4,1,4,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Lungie,Mania,6/11/2015 0:00,34,28,62,19,21,40,102,4,6,6,1,2,2,NA,3,7,3,2,3,7,3,2,1,1,2,1,1,1,2,1,0,0,0,0
9/15/2015,Bonthe,Bum,Langie,Shenge,6/12/2015 0:00,32,29,61,34,34,68,129,4,7,4,3,2,1,NA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9/15/2015,Bonthe,Bum,Langie,Worleh ,6/12/2015 0:00,43,27,70,40,36,76,146,4,10,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Tamba,Mongbona,6/10/2015 0:00,42,28,70,46,28,74,144,4,6,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Tamba,Kpangba,6/10/2015 0:00,26,28,54,34,27,61,115,4,6,4,1,2,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Turma,Turma,6/11/2015 0:00,26,27,53,19,26,45,98,4,6,4,2,4,2,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Turma,Doda ,6/11/2015 0:00,36,31,67,23,26,49,116,4,6,6,3,2,2,NA,6,8,5,3,6,8,5,3,0,1,1,2,0,1,1,2,0,0,0,0
9/15/2015,Bonthe,Bum,Turma,Mbaoma,6/12/2015 0:00,48,48,96,27,24,51,147,4,7,4,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Turma,Ngengai,6/12/2015 0:00,33,29,62,30,30,60,122,4,6,4,1,2,1,NA,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Gbonduhum,Kpandakenoh,6/10/2015 0:00,54,52,106,22,26,48,154,4,6,6,2,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Gbonduhum,Sembehun,6/10/2015 0:00,54,52,106,22,26,48,154,4,6,6,2,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Gbonduhum,Tongoleh,6/11/2015 0:00,50,27,77,42,47,89,166,4,6,4,2,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Gbonduhum,Taicuma,6/11/2015 0:00,23,22,45,39,29,68,113,4,6,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Gbonduhum,Bonday,6/12/2015 0:00,33,22,55,18,15,33,88,4,7,4,3,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bonthe,Bum,Gbonduhum,Yoni,6/12/2015 0:00,28,35,63,47,21,68,131,4,3,6,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Sogbin,Pengor,Batogie,6/10/2015 0:00,38,31,69,14,25,39,108,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bonthe,Sogbin,Pengor,Sembehun,6/10/2015 0:00,22,45,67,19,21,40,107,2,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Sogbin,Pengor,Grma,6/11/2015 0:00,38,29,67,14,14,28,95,4,4,2,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Sogbin,Pengor,Naijeh,6/11/2015 0:00,38,34,72,19,21,40,112,2,2,2,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Sogbin,Pengor,Banya,6/12/2015 0:00,26,26,52,17,26,43,95,4,4,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Sogbin,Pengor,Kebewana,6/12/2015 0:00,22,50,72,25,44,69,141,4,8,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Kpanda,Sewama,Mbopoleh,6/10/2015 0:00,22,34,56,19,21,40,96,2,4,1,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Kpanda,Sewama,Palehun,6/10/2015 0:00,38,58,96,19,47,66,162,4,7,4,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Kpanda,Sewama,Mopoma,6/11/2015 0:00,24,24,48,14,22,36,84,4,4,4,1,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Kpanda,Sewama,Palawahun,6/11/2015 0:00,38,45,83,19,21,40,123,3,2,2,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Kpanda,Sewama,Likono,6/12/2015 0:00,21,23,44,20,27,47,91,4,4,6,1,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Kpanda,Sewama,Ispetewoma,6/12/2015 0:00,38,28,66,19,17,36,102,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Nomgor Babullom,Nganyama,Mobonge,6/10/2015 0:00,20,47,67,15,23,38,105,4,7,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Nomgor Babullom,Nganyama,Majama,6/10/2015 0:00,22,22,44,21,20,41,85,4,4,6,1,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Nomgor Babullom,Nganyama,Nyopawahum&Yengema,6/12/2015 0:00,31,35,66,28,37,65,131,4,6,4,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Nomgor Babullom,Nganyama,Nyopawahum&Yengema,10/1/2015 0:00,21,29,50,19,19,38,88,4,4,5,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Kawmebai,Kpanga Koimato,Mogubu Iworma,6/10/2015 0:00,27,42,69,24,28,52,121,4,6,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Krim,Kpanga Koimato,Konaleh Modama,6/11/2015 0:00,29,28,57,22,26,48,105,4,4,5,1,4,1,NA,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,Bonthe,Krim,Kpanga Koimato,Momandenta Forkie,6/12/2015 0:00,38,45,83,21,16,37,120,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Kpanda,Senjehun,Moemabo,6/10/2015 0:00,22,34,56,12,21,33,89,4,4,4,3,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Kpanda,Senjehun,Yeasha,6/11/2015 0:00,38,34,72,18,19,37,109,4,6,6,2,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Kpanda,Senjehun,Mogokes,9/1/2015 0:00,111,88,199,107,80,187,386,4,8,4,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Kpanda,Senjehun,Mbowanleh,9/1/2015 0:00,30,46,76,45,64,109,185,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Kpanda,Senjehun,Momehan,6/12/2015 0:00,18,28,46,19,21,40,86,4,5,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Kpanda,Senjehun,Ndenabun,6/12/2015 0:00,22,34,56,19,21,40,96,2,2,2,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Nongor Babullom,Hahun,Korigania,6/10/2015 0:00,38,42,80,17,16,33,113,4,4,4,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Nongor Babullom,Hahun,Hahun,6/10/2015 0:00,22,45,67,19,21,40,107,3,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Nongor Babullom,Hahun,Manni,6/11/2015 0:00,24,57,81,23,33,56,137,4,4,5,1,4,1,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Nongor Babullom,Hahun,Tassor,6/11/2015 0:00,22,24,46,15,19,34,80,2,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Nongorba Bullum,Sallma,Sallma,6/12/2015 0:00,22,20,42,19,21,40,82,4,6,6,3,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Nongorba Bullum,Sallma,Soso,6/13/2015 0:00,22,34,56,19,21,40,96,4,3,3,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Yawbeko,Bayegbe,Gbangeima,6/10/2015 0:00,22,101,123,54,79,133,256,4,3,2,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Yawbeko,Bayegbe,Riverview,6/10/2015 0:00,22,38,60,19,57,76,136,2,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Yawbeko,Bayegbe,Obama ,6/11/2015 0:00,29,28,57,22,26,48,105,4,4,5,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Yawbeko,Bayegbe,Ngolahun,6/11/2015 0:00,20,29,49,16,19,35,84,4,4,5,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Yawbeko,Sewama,Failor,6/10/2015 0:00,27,42,69,24,28,52,121,4,6,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Yawbeko,Sewama,Gbanings,6/10/2015 0:00,38,42,80,17,16,33,113,4,4,4,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Yawbeko,Sewama,Toggie,6/11/2015 0:00,22,45,67,19,21,40,107,3,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Yawbeko,Sewama,Semele,6/11/2015 0:00,24,37,61,23,33,56,117,4,4,5,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Dema,Turtle Island,Sei,6/10/2015 0:00,22,24,46,15,19,34,80,2,2,2,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2015,Bonthe,Dema,Turtle Island,Kirgema,6/10/2015 0:00,38,45,83,22,16,38,121,4,4,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/2/2015,Bonthe,Dema,Turtle Island,Bompatake ,6/11/2015 0:00,38,29,67,14,14,28,95,4,4,2,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/3/2015,Bonthe,Dema,Turtle Island,Nyeriga,6/11/2015 0:00,38,34,72,19,21,40,112,2,2,2,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/4/2015,Bonthe,Dema,Yoh,Seway,6/10/2015 0:00,26,26,52,17,26,43,95,4,4,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/2015,Bonthe,Dema,Yoh,Pewahun,6/10/2015 0:00,22,50,72,25,44,69,141,4,8,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/2015,Bonthe,Dema,Yoh,Gbahama,6/11/2015 0:00,22,34,56,19,21,40,96,2,4,1,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2015,Bonthe,Dema,Yoh,Tebay,6/11/2015 0:00,38,58,96,19,47,66,162,4,7,4,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2015,Bonthe,Dema,Dema,Tamahuna,6/3/2015 0:00,24,24,48,14,22,36,84,4,4,4,1,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/2015,Bonthe,Dema,Dema,Tonteh ,6/3/2015 0:00,38,45,83,19,21,40,123,3,2,2,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/2015,Bonthe,Dema,Dema,Baoma,6/4/2015 0:00,21,23,44,20,27,47,91,4,4,6,1,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
