Date_of_visit,District,Chiefdom,Section,Name_of_community,Date_of_dep,Male_Child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Grand_total,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
6/4/2015,Bo,Sitha,Saagbengu,Hindor,6/4/2015 0:00,21,46,67,25,29,54,121,4,4,6,1,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2015,Bo,Sitha,Saagbengu,Tiengesahr,6/4/2015 0:00,24,49,73,30,64,94,167,4,3,4,1,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2015,Bo,Sitha,Saagbengu,Ngimai,6/4/2015 0:00,70,75,145,34,109,143,288,4,7,3,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2015,Bo,Sitha,Saagbengu,Mofi,6/4/2015 0:00,21,38,59,25,31,56,115,4,2,3,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2015,Bo,Sitha,Kamai,Delken,6/4/2015 0:00,21,46,67,25,29,54,121,4,4,6,1,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2015,Bo,Sitha,Kamai,Time,6/4/2015 0:00,54,51,105,56,45,101,206,4,3,4,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2015,Bo,Sitha,Kamai,Pokai,6/4/2015 0:00,56,84,140,69,102,171,311,4,3,3,1,3,1,NA,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Sitha,Kamai,Jorpowahun,6/18/2015 0:00,19,26,45,22,16,38,83,2,2,3,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Kendebo,Kalivama,11/6/2015 0:00,26,20,46,13,29,42,88,2,4,4,4,2,3,NA,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Kendebo,One Ose,11/6/2015 0:00,20,25,45,14,36,50,95,1,2,1,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Kendebo,Lagu,12/6/2015 0:00,22,23,45,22,14,36,81,3,3,3,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Kendebo,Nyandahun,12/6/2015 0:00,31,20,51,34,16,50,101,3,3,3,1,3,3,NA,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Lunia,Kpakembu,11/6/2015 0:00,26,32,58,27,29,56,114,4,3,4,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/2015,Bo,Valunia,Lunia,Nyangahun,11/6/2015 0:00,50,50,100,48,44,92,192,4,6,4,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Lunia,Nyayeima,12/6/2015 0:00,18,25,43,18,27,45,88,1,8,4,3,3,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Lunia,Kortuhun,12/6/2015 0:00,30,25,55,15,36,51,106,1,1,2,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Sei,Salon,11/6/2015 0:00,22,25,47,16,15,31,78,2,1,2,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Sei,Nyahun 1,11/6/2015 0:00,31,31,62,48,34,82,144,4,8,3,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Sei,Nyahun 2,12/6/2015 0:00,43,48,91,41,44,85,176,4,7,4,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Sei,Kpakibu,12/6/2015 0:00,30,25,55,15,36,51,106,1,1,1,2,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Delenga,Karijala,11/6/2015 0:00,51,45,96,82,65,147,243,4,7,4,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2015,Bo,Valunia,Delenga,Guuihun,11/6/2015 0:00,50,109,159,59,52,111,270,4,6,6,4,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2015,Bo,Valunia,Delenga,Capsul,12/6/2015 0:00,32,37,69,36,46,82,151,3,3,3,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2015,Bo,Valunia,Delenga,Medekema,12/6/2015 0:00,19,57,76,16,27,43,119,2,2,3,1,4,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2015,Bo,Valunia,Lunia,Gima,11/6/2015 0:00,18,23,41,32,17,49,90,4,5,4,3,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2015,Bo,Valunia,Lunia,Kundarma,11/6/2015 0:00,22,25,47,15,36,51,98,2,1,2,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2015,Bo,Valunia,Lunia,Kpetewama,12/6/2015 0:00,30,32,62,38,35,73,135,4,2,3,1,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2015,Bo,Valunia,Lunia,Dassamu,12/6/2015 0:00,52,50,102,58,52,110,212,4,6,4,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5/1/2015,Bo,Baoma,Bambawo,Feiba,11/6/2015 0:00,26,27,53,45,69,114,167,4,6,6,2,2,2,NA,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/1/2015,Bo,Baoma,Bambawo,Jormu,11/6/2015 0:00,86,67,153,34,41,75,228,4,8,3,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2015,Bo,Baoma,Bambawo,Handalu,12/6/2015 0:00,39,49,88,27,43,70,158,4,6,4,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0
5/1/2015,Bo,Baoma,Bambawo,Goigoima,12/6/2015 0:00,24,25,49,12,36,48,97,4,6,3,1,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/2015,Bo,Baoma,Upper Pataloo,Kponima,11/6/2015 0:00,76,67,143,48,38,86,229,4,6,4,1,5,3,NA,9,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2015,Bo,Baoma,Upper Pataloo,Jombohun,11/6/2015 0:00,40,39,79,35,38,73,152,4,9,4,4,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/2015,Bo,Baoma,Upper Pataloo,Gbangboi,12/6/2015 0:00,63,67,130,36,36,72,202,4,9,4,1,2,3,NA,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0
9/3/2015,Bo,Baoma,Upper Pataloo,Gbahama,12/6/2015 0:00,42,44,86,44,54,98,184,4,6,6,1,2,2,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
9/3/2015,Bo,Baoma,Maajeh,Massao,11/6/2015 0:00,39,41,80,49,46,95,175,4,6,4,1,5,4,NA,10,0,0,1,9,0,0,1,0,0,1,2,0,0,1,2,0,0,0,0
9/5/2015,Bo,Baoma,Maajeh,Mgojoma,11/6/2015 0:00,77,44,121,52,23,75,196,4,6,4,1,2,1,NA,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
9/3/2015,Bo,Baoma,Maajeh,Baidama,12/6/2015 0:00,50,46,96,18,15,33,129,4,6,5,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/2015,Bo,Baoma,Maajeh,Buyama,12/6/2015 0:00,24,25,49,20,17,37,86,4,6,6,1,2,2,NA,8,6,5,4,8,6,5,4,4,3,4,3,3,3,4,3,1,0,0,0
9/2/2015,Bo,Baoma,Kemaya,Kpumbu,11/6/2015 0:00,33,24,57,38,26,64,121,4,7,4,3,2,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2015,Bo,Baoma,Kemaya,Korturahun,11/6/2015 0:00,43,42,85,34,44,78,163,4,4,4,4,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2015,Bo,Baoma,Kemaya,Kenemawo,12/6/2015 0:00,36,38,74,45,40,85,159,4,7,4,4,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2015,Bo,Baoma,Kemaya,Boama,12/6/2015 0:00,44,41,85,41,34,75,160,4,8,4,4,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2015,Bo,Lugbu,Magbao,Kableh,11/6/2015 0:00,42,39,81,43,42,85,166,4,7,4,4,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bo,Lugbu,Magbao,Lower Kaleh,11/6/2015 0:00,32,42,74,46,44,90,164,4,7,4,4,2,3,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
9/15/2015,Bo,Lugbu,Magbao,Kpatema,12/6/2015 0:00,38,38,76,35,40,75,151,4,6,6,1,5,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bo,Lugbu,Magbao,Heima,12/6/2015 0:00,44,43,87,42,48,90,177,4,5,5,1,3,3,NA,0,0,0,0,0,0,0,0,0,3,2,0,0,2,2,0,0,1,0,0
9/15/2015,Bo,Lugbu,Kamba,Belpei,11/6/2015 0:00,41,41,82,46,45,91,173,4,7,4,4,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bo,Lugbu,Kamba,Buuma,11/6/2015 0:00,42,42,84,38,40,78,162,4,10,4,3,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bo,Lugbu,Kamba,Yanbama,12/6/2015 0:00,42,41,83,43,39,82,165,4,9,4,3,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,Bo,Lugbu,Kamba,Yambamas,12/6/2015 0:00,49,52,101,54,59,113,214,2,3,3,1,3,3,NA,2,3,2,1,2,2,2,1,2,0,1,0,2,0,1,0,0,0,0,0
8/15/2015,Bo,Lugbu,Aao,Doama,11/6/2015 0:00,94,65,159,70,80,150,309,4,3,3,3,2,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2015,Bo,Lugbu,Torma,Bangorma,11/6/2015 0:00,27,31,58,24,37,61,119,3,3,3,2,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2015,Bo,Lugbu,Torma,Kpoo,12/6/2015 0:00,20,48,68,29,55,84,152,2,2,3,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2015,Bo,Lugbu,Torma,Kpetewoma,12/6/2015 0:00,32,64,96,46,63,109,205,3,3,6,1,3,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2015,Bo,Wonde,Dabolah,Gbayana,11/6/2015 0:00,26,20,46,25,22,47,93,3,3,2,1,2,3,NA,1,2,0,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Jimulah,Gboyana,11/6/2015 0:00,30,25,55,32,36,68,123,3,2,3,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2015,Bo,Wonde,Kandorlah,Gboyana,12/6/2015 0:00,24,22,46,14,23,37,83,4,2,1,1,2,3,NA,0,0,0,0,0,0,0,0,5,0,1,3,5,0,1,2,0,0,0,1
7/15/2015,Bo,Wonde,Upper Kargo,Mende,12/6/2015 0:00,18,38,56,32,47,79,135,4,4,4,1,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2015,Bo,Wonde,Maneh,Malema,11/6/2015 0:00,23,23,46,12,20,32,78,4,3,2,1,3,1,NA,0,0,0,0,0,0,0,0,4,1,0,0,4,1,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Maneh,Fayama,11/6/2015 0:00,93,42,135,39,32,71,206,4,9,4,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Maneh,Pelewa,12/6/2015 0:00,28,25,53,28,36,64,117,3,4,1,1,5,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Maneh,Layalhun,12/6/2015 0:00,30,38,68,32,36,68,136,4,3,3,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Valuma,Sei,Jopowahun,8/19/2015 0:00,32,25,57,13,18,31,88,1,3,1,1,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Valuma,Sei,Njalihun,8/20/2015 0:00,46,39,85,54,55,109,194,2,1,1,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Valuma,Sei,Tokpumbu,8/21/2015 0:00,53,48,101,62,56,118,219,2,2,2,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Valuma,Luma,Hewebu,8/19/2015 0:00,43,46,89,65,51,116,205,2,2,2,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Valuma,Luma,Nyandahun,8/20/2015 0:00,30,55,85,32,36,68,153,4,1,3,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Valuma,Luma,Banjiama,8/21/2015 0:00,48,40,88,60,41,101,189,2,1,2,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Valuma,Luma,Sengima,8/19/2015 0:00,55,43,98,66,56,122,220,2,2,2,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Valuma,Luma,Korwama,8/20/2015 0:00,29,39,68,18,17,35,103,3,2,4,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Valuma,Luma,Victorial,8/21/2015 0:00,36,23,59,23,25,48,107,4,10,6,1,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Bargba,Jimmi,Vaama,7/14/2015 0:00,30,21,51,17,21,38,89,3,2,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Bargba,Jimmi,Dambala,7/15/2015 0:00,30,32,62,33,40,73,135,2,3,3,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Bargba,Jimmi,Gordre,7/16/2015 0:00,51,43,94,58,50,108,202,1,2,1,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Bargba,Jimmi,Kanga,7/17/2015 0:00,30,25,55,32,15,47,102,3,3,4,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Yokilah ,Gboyama,8/25/2015 0:00,48,53,101,63,52,115,216,2,2,2,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Margebla,Gboyama,8/25/2015 0:00,49,43,92,64,53,117,209,2,2,2,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Paborlah,Gboyama,8/26/2015 0:00,43,31,74,41,47,88,162,2,2,3,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Hajlah,Gboyama,8/26/2015 0:00,42,34,76,51,35,86,162,2,1,3,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Paborlah,Gboyama,8/27/2015 0:00,18,33,51,18,19,37,88,3,2,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Upper Kargei,Gotima,8/27/2015 0:00,18,23,41,32,36,68,109,2,1,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Upper Kargei,Solima,8/28/2015 0:00,30,25,55,23,14,37,92,2,2,3,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Manyeh,Faryama,8/26/2015 0:00,30,20,50,20,19,39,89,4,2,3,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Manyeh,Pelewahun,8/26/2015 0:00,30,25,55,13,36,49,104,1,1,1,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Manyeh,Toibu,8/27/2015 0:00,18,23,41,32,36,68,109,1,3,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Manyeh,Kigbema,8/27/2015 0:00,30,23,53,26,36,62,115,2,2,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Manyeh,Gendema,8/28/2015 0:00,18,25,43,32,36,68,111,1,3,1,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Wonde,Manyeh,Pelewahun Old,8/28/2015 0:00,18,23,41,32,36,68,109,1,1,1,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Gao,Daama,8/26/2015 0:00,20,25,45,22,19,41,86,2,3,3,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Yorma,Bangorma,8/26/2015 0:00,18,23,41,32,36,68,109,1,1,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Yorma,Kpost,8/27/2015 0:00,25,29,54,32,36,68,122,4,2,4,1,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Yorma,Kpetewoma,8/27/2015 0:00,44,30,74,22,42,64,138,2,2,4,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Yorma,Kpetewoma,8/28/2015 0:00,50,40,90,70,41,111,201,2,2,3,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Yorma,Bevehun,8/28/2015 0:00,30,23,53,15,18,33,86,2,2,3,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Kamba,Yambama,8/26/2015 0:00,18,23,41,32,36,68,109,1,1,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Kamba,Yambama,8/26/2015 0:00,18,23,41,32,36,68,109,1,1,1,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Kamba,Buumai,8/27/2015 0:00,37,34,71,19,19,38,109,4,3,4,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Kamba,Belpei,8/27/2015 0:00,48,48,96,65,55,120,216,2,2,2,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Kamba,Bagoma,8/28/2015 0:00,53,37,90,54,45,99,189,2,2,1,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Kamba,Ngiehun,8/28/2015 0:00,31,20,51,18,36,54,105,2,2,2,1,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2015,Bo,Lugbu,Magbao,Lower Karley,8/25/2015 0:00,31,38,69,22,18,40,109,3,4,4,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2015,Bo,Lugbu,Magbao,Lower Karley,8/25/2015 0:00,74,64,138,66,77,143,281,4,4,4,1,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2015,Bo,Lugbu,Magbao,Tawovehun,8/26/2015 0:00,62,47,109,27,36,63,172,4,6,4,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2015,Bo,Lugbu,Magbao,Heima,8/26/2015 0:00,34,33,67,54,53,107,174,4,6,6,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Lugbu,Magbao,Tongay,8/27/2015 0:00,18,25,43,32,36,68,111,1,1,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Lugbu,Magbao,Kpatema,8/27/2015 0:00,23,25,48,14,15,29,77,3,2,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Babawo,Kanjalu,8/26/2015 0:00,18,23,41,32,36,68,109,2,3,2,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Babawo,Fallah,8/26/2015 0:00,22,25,47,13,20,33,80,3,2,4,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Babawo,Fanima,8/27/2015 0:00,18,23,41,32,36,68,109,1,1,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Upper Patalo,Bo-Road,8/27/2015 0:00,18,25,43,16,24,40,83,3,2,3,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Upper Patalo,Ngolela,8/26/2015 0:00,18,23,41,32,36,68,109,1,1,1,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Upper Patalo,Norgoba,8/27/2015 0:00,22,24,46,12,26,38,84,2,2,2,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Somah,Forbu,8/26/2015 0:00,18,23,41,32,36,68,109,1,1,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Maojeh,Massao,8/26/2015 0:00,30,25,55,32,36,68,123,1,1,1,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Maojeh,Bayama,8/27/2015 0:00,30,20,50,32,18,50,100,2,3,2,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Maojeh,Baindama,8/27/2015 0:00,18,23,41,32,36,68,109,2,2,2,2,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Maojeh,Ngojoma,8/28/2015 0:00,26,20,46,14,21,35,81,3,3,3,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Maojeh,Korgouuma,8/28/2015 0:00,18,23,41,32,36,68,109,1,1,1,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Upper Patalo,Jakajii,8/24/2015 0:00,22,25,47,22,16,38,85,4,3,3,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Upper Patalo,Komenda,8/24/2015 0:00,18,23,41,32,36,68,109,1,1,1,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2015,Bo,Baoma,Upper Patalo,Hagbahun,8/25/2015 0:00,19,25,44,15,20,35,79,1,1,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/8/2015,Bo,Baoma,Upper Patalo,Jakajiz,8/25/2015 0:00,18,25,43,32,36,68,111,1,1,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/2015,Bo,Baoma,Upper Patalo,Mutema,8/26/2015 0:00,23,25,48,14,15,29,77,3,2,2,1,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,Bo,Baoma,Upper Patalo,Kpetema,8/26/2015 0:00,18,23,41,32,36,68,109,2,3,2,1,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/8/2015,Bo,Baoma,Bambawo,Gerihun,8/27/2015 0:00,22,25,47,13,20,33,80,3,2,4,1,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
